study_id,author,year,sample_size,mean_age,sd_age,percent_male,combined_clinical_group,clinical_group,comparison_group,measure_type,belief_type,symptom_subtype,trauma_subtype,psychosis_specificity,suicidal_ideation,effect_size,effect_size_type,effect_size_sd,effect_size_se,ci_lower,ci_upper,p_value,bcss_pos_self_mean,bcss_pos_self_sd,bcss_neg_self_mean,bcss_neg_self_sd,bcss_pos_other_mean,bcss_pos_other_sd,bcss_neg_other_mean,bcss_neg_other_sd,symptom_measure,symptom_score_mean,symptom_score_sd,depression_measure,depression_score_mean,depression_score_sd,notes,ephpp_global_rating,effect_size_r,fishers_z,fishers_z_se,belief_category,symptom_category,trauma_category
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_self,sexual_abuse,sexual_abuse,NA,NA,-0.02,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.02,-0.020002667306849624,0.03854716722458499,positive_self,NA,sexual_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_others,sexual_abuse,sexual_abuse,NA,NA,-0.12,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.12,-0.12058102840844405,0.03854716722458499,positive_other,NA,sexual_abuse
55,Sundag et al,2016,81,36.4,11.8,54,psychosis,SZ,NA,YSQ_SF,number_of_EMS,PANNS_positive,NA,positive_symptoms_psychosis,NA,0.44,beta_coefficient,NA,0.17,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.11322770341445956,NA,NA,NA
56,Sundag et al,2018,20,38.7,12.87,40,psychosis,PD,healthy_control,YSQ_SF,abandonment,paranoia,NA,persecutory_delusions,NA,0.353,partial_correlation_coefficient,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.24253562503633297,negative_other,persecutory,NA
56,Sundag et al,2018,20,38.7,12.87,40,psychosis,PD,healthy_control,YSQ_SF,mistrust_abuse,paranoia,NA,persecutory_delusions,NA,0.314,partial_correlation_coefficient,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.24253562503633297,negative_other,persecutory,NA
56,Sundag et al,2018,20,38.7,12.87,40,psychosis,PD,healthy_control,YSQ_SF,social_isolation,paranoia,NA,persecutory_delusions,NA,0.34,partial_correlation_coefficient,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.24253562503633297,negative_other,persecutory,NA
56,Sundag et al,2018,20,38.7,12.87,40,psychosis,PD,healthy_control,YSQ_SF,defectiveness_shame,paranoia,NA,persecutory_delusions,NA,0.456,partial_correlation_coefficient,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.24253562503633297,negative_self,persecutory,NA
56,Sundag et al,2018,20,38.7,12.87,40,psychosis,PD,healthy_control,YSQ_SF,enmeshement_undeveleoped_self,paranoia,NA,persecutory_delusions,NA,0.436,partial_correlation_coefficient,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.24253562503633297,NA,persecutory,NA
56,Sundag et al,2018,20,38.7,12.87,40,psychosis,PD,healthy_control,YSQ_SF,emotional_inhibition,paranoia,NA,persecutory_delusions,NA,0.375,partial_correlation_coefficient,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.24253562503633297,NA,persecutory,NA
56,Sundag et al,2018,20,38.7,12.87,40,psychosis,PD,healthy_control,YSQ_SF,unrelenting_standards,paranoia,NA,persecutory_delusions,NA,0.378,partial_correlation_coefficient,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.24253562503633297,NA,persecutory,NA
56,Sundag et al,2018,20,38.7,12.87,40,psychosis,PD,healthy_control,YSQ_SF,EMS_total_score,paranoia,NA,persecutory_delusions,NA,0.385,partial_correlation_coefficient,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.24253562503633297,NA,persecutory,NA
57,Taylor et al,2014,20,22.4,5.4,73.7,psychosis,FEP,PLES,BCSS,negative_self,UTC_severity,NA,UTC,NA,0.276,eta_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5253570214625479,0.5837104383920033,0.24253562503633297,negative_self,NA,NA
57,Taylor et al,2014,20,22.4,5.4,73.7,psychosis,FEP,PLES,BCSS,negative_self,non_bizarre_ideas_severity,NA,non_bizarre_ideas_severity,NA,0.196,eta_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.4427188724235731,0.47560744410783956,0.24253562503633297,negative_self,NA,NA
57,Taylor et al,2014,20,22.4,5.4,73.7,psychosis,FEP,PLES,BCSS,negative_self,non_bizarre_ideas_distress,NA,non_bizarre_ideas_distress,NA,0.299,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5468089245796927,0.6138177464131329,0.24253562503633297,negative_self,NA,NA
57,Taylor et al,2014,20,22.4,5.4,73.7,psychosis,FEP,PLES,BCSS,negative_self,disorganised_speech_severity,NA,disorganized_communication,NA,0.196,eta_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.4427188724235731,0.47560744410783956,0.24253562503633297,negative_self,NA,NA
57,Taylor et al,2014,20,22.4,5.4,73.7,psychosis,FEP,PLES,BCSS,negative_other,UTC_severity,NA,UTC,NA,0.318,eta_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5639148871948674,0.6385550312595066,0.24253562503633297,negative_other,NA,NA
57,Taylor et al,2014,20,22.4,5.4,73.7,psychosis,FEP,PLES,BCSS,negative_other,non_bizarre_ideas_severity,NA,non_bizarre_ideas_severity,NA,0.264,eta_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5138093031466052,0.5678917715592743,0.24253562503633297,negative_other,NA,NA
57,Taylor et al,2014,20,22.4,5.4,73.7,psychosis,FEP,PLES,BCSS,negative_other,non_bizarre_ideas_distress,NA,non_bizarre_ideas_distress,NA,0.213,eta_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.46151923036857306,0.49923997873183024,0.24253562503633297,negative_other,NA,NA
57,Taylor et al,2014,20,22.4,5.4,73.7,psychosis,FEP,PLES,BCSS,negative_other,perceptual_abnormalities_severity,NA,perceptual_abnormalities_severity,NA,0.209,eta_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.4571651780264984,0.49372154497830983,0.24253562503633297,negative_other,NA,NA
57,Taylor et al,2014,20,22.4,5.4,73.7,psychosis,FEP,PLES,BCSS,negative_other,perceptual_abnormalities_distress,NA,perceptual_abnormalities_distress,NA,0.32,eta_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.565685424949238,0.641154939730282,0.24253562503633297,negative_other,NA,NA
57,Taylor et al,2014,20,22.4,5.4,73.7,psychosis,FEP,PLES,BCSS,negative_other,disorganised_speech_severity,NA,disorganized_communication,NA,0.283,eta_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5319774431308154,0.5928990665963109,0.24253562503633297,negative_other,NA,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,negative_self,malevolence_BAVQ_R,NA,AH_malevolence,NA,0.52,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.52,0.5763397549691928,0.1796053020267749,negative_self,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,positive_self,malevolence_BAVQ_R,NA,AH_malevolence,NA,-0.6,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,-0.6,-0.6931471805599453,0.1796053020267749,positive_self,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,negative_other,malevolence_BAVQ_R,NA,AH_malevolence,NA,0.41,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.41,0.4356112232362243,0.1796053020267749,negative_other,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,positive_other,malevolence_BAVQ_R,NA,AH_malevolence,NA,0.06,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.06,0.060072155921031704,0.1796053020267749,positive_other,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,negative_self,benevolence_BAVQ_R,NA,AH_benevolence,NA,-0.08,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,-0.08,-0.08017132503758968,0.1796053020267749,negative_self,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,positive_self,benevolence_BAVQ_R,NA,AH_benevolence,NA,0.34,pearsons_r,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.34,0.354092528962243,0.1796053020267749,positive_self,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,negative_other,benevolence_BAVQ_R,NA,AH_benevolence,NA,0.01,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.01,0.010000333353334718,0.1796053020267749,negative_other,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,positive_other,benevolence_BAVQ_R,NA,AH_benevolence,NA,0.19,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.19,0.19233716921954527,0.1796053020267749,positive_other,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,negative_self,omnipotence_BAVQ_R,NA,AH_omnipotence,NA,0.57,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.57,0.6475228448273728,0.1796053020267749,negative_self,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,positive_self,omnipotence_BAVQ_R,NA,AH_omnipotence,NA,-0.02,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,-0.02,-0.020002667306849624,0.1796053020267749,positive_self,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,negative_other,omnipotence_BAVQ_R,NA,AH_omnipotence,NA,0.14,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.14,0.1409255760704939,0.1796053020267749,negative_other,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,positive_other,omnipotence_BAVQ_R,NA,AH_omnipotence,NA,0.02,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.02,0.020002667306849603,0.1796053020267749,positive_other,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,negative_self,metaphysical_IVI,NA,AH_metaphysical,NA,0.52,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.52,0.5763397549691928,0.1796053020267749,negative_self,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,positive_self,metaphysical_IVI,NA,AH_metaphysical,NA,-0.01,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,-0.01,-0.010000333353334771,0.1796053020267749,positive_self,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,negative_other,metaphysical_IVI,NA,AH_metaphysical,NA,NA,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,NA,NA,0.1796053020267749,negative_other,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,positive_other,metaphysical_IVI,NA,AH_metaphysical,NA,0.07,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.07,0.07011467065432515,0.1796053020267749,positive_other,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,negative_self,loss_of_control_IVI,NA,AH_loss_of_control,NA,0.66,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.66,0.792813631870191,0.1796053020267749,negative_self,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,positive_self,loss_of_control_IVI,NA,AH_loss_of_control,NA,-0.22,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,-0.22,-0.2236561090218324,0.1796053020267749,positive_self,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,negative_other,loss_of_control_IVI,NA,AH_loss_of_control,NA,0.42,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.42,0.44769202352742066,0.1796053020267749,negative_other,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,positive_other,loss_of_control_IVI,NA,AH_loss_of_control,NA,-0.1,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,-0.1,-0.10033534773107562,0.1796053020267749,positive_other,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,negative_self,positive_beliefs_IVI,NA,AH_positive_beliefs,NA,0.25,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.25,0.25541281188299536,0.1796053020267749,negative_self,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,positive_self,positive_beliefs_IVI,NA,AH_positive_beliefs,NA,0.38,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.38,0.40005965005605654,0.1796053020267749,positive_self,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,negative_other,positive_beliefs_IVI,NA,AH_positive_beliefs,NA,0.31,pearsons_r,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.31,0.32054540930194614,0.1796053020267749,negative_other,voice_hearing,NA
58,Thomas et al,2015,34,35.4,8.52,65,psychosis,SZ,NA,BCSS,positive_other,positive_beliefs_IVI,NA,AH_positive_beliefs,NA,0.17,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.17,0.1716666635005791,0.1796053020267749,positive_other,voice_hearing,NA
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,positive_self,physical_abuse,physical_abuse,NA,NA,-0.119,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.119,-0.11956654118787284,0.036785594638885484,positive_self,NA,physical_abuse
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,positive_self,physical_abuse,physical_abuse,NA,NA,-0.163,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.163,-0.16446704101459456,0.031068488300060003,positive_self,NA,physical_abuse
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,positive_other,physical_abuse,physical_abuse,NA,NA,-0.028,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.028,-0.028007320777335684,0.036785594638885484,positive_other,NA,physical_abuse
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,positive_other,physical_abuse,physical_abuse,NA,NA,-0.057,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.057,-0.05706185161839009,0.031068488300060003,positive_other,NA,physical_abuse
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,negative_self,physical_abuse,physical_abuse,NA,NA,0.3,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.3,0.3095196042031118,0.036785594638885484,negative_self,NA,physical_abuse
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,negative_self,physical_abuse,physical_abuse,NA,NA,0.065,pearsons_r,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.065,0.0650917744274192,0.031068488300060003,negative_self,NA,physical_abuse
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,negative_other,physical_abuse,physical_abuse,NA,NA,0.104,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.104,0.1043774069310551,0.036785594638885484,negative_other,NA,physical_abuse
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,negative_other,physical_abuse,physical_abuse,NA,NA,-0.049,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.049,-0.04903927292545342,0.031068488300060003,negative_other,NA,physical_abuse
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,positive_self,sexual_abuse,sexual_abuse,NA,NA,-0.085,pearsons_r,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.085,-0.0852056003495193,0.036785594638885484,positive_self,NA,sexual_abuse
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,positive_self,sexual_abuse,sexual_abuse,NA,NA,-0.078,pearsons_r,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.078,-0.0781587639561743,0.031068488300060003,positive_self,NA,sexual_abuse
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,positive_other,sexual_abuse,sexual_abuse,NA,NA,-0.104,pearsons_r,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.104,-0.10437740693105511,0.036785594638885484,positive_other,NA,sexual_abuse
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,positive_other,sexual_abuse,sexual_abuse,NA,NA,-0.02,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.02,-0.020002667306849624,0.031068488300060003,positive_other,NA,sexual_abuse
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,negative_self,sexual_abuse,sexual_abuse,NA,NA,0.23,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.23,0.2341894667593668,0.036785594638885484,negative_self,NA,sexual_abuse
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,negative_self,sexual_abuse,sexual_abuse,NA,NA,0.031,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.031,0.03100993606309681,0.031068488300060003,negative_self,NA,sexual_abuse
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,negative_other,sexual_abuse,sexual_abuse,NA,NA,0.065,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.065,0.0650917744274192,0.036785594638885484,negative_other,NA,sexual_abuse
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,negative_other,sexual_abuse,sexual_abuse,NA,NA,0.015,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.015,0.01500112515189935,0.031068488300060003,negative_other,NA,sexual_abuse
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,positive_self,emotional_abuse,emotional_abuse,NA,NA,-0.139,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.139,-0.13990572950972566,0.036785594638885484,positive_self,NA,emotional_abuse
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,positive_self,emotional_abuse,emotional_abuse,NA,NA,-0.122,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.122,-0.12261074622376245,0.031068488300060003,positive_self,NA,emotional_abuse
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,positive_other,emotional_abuse,emotional_abuse,NA,NA,-0.022,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.022,-0.022003550364416202,0.036785594638885484,positive_other,NA,emotional_abuse
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,positive_other,emotional_abuse,emotional_abuse,NA,NA,-0.011,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.011,-0.01100044369887962,0.031068488300060003,positive_other,NA,emotional_abuse
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,negative_self,emotional_abuse,emotional_abuse,NA,NA,0.402,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.402,0.42603215682195195,0.036785594638885484,negative_self,NA,emotional_abuse
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,negative_self,emotional_abuse,emotional_abuse,NA,NA,0.159,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.159,0.16036059168340186,0.031068488300060003,negative_self,NA,emotional_abuse
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,negative_other,emotional_abuse,emotional_abuse,NA,NA,0.207,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.207,0.2100349997313418,0.036785594638885484,negative_other,NA,emotional_abuse
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,negative_other,emotional_abuse,emotional_abuse,NA,NA,0.033,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.033,0.03301198683317205,0.031068488300060003,negative_other,NA,emotional_abuse
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,positive_self,physical_neglect,physical_neglect,NA,NA,-0.217,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.217,-0.22050569849836202,0.036785594638885484,positive_self,NA,physical_neglect
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,positive_self,physical_neglect,physical_neglect,NA,NA,-0.297,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.297,-0.30622614625288935,0.031068488300060003,positive_self,NA,physical_neglect
59,Ucok et al,2024,742,33.13,8.3,67,psychosis,SZ,healthy_control,BCSS,positive_other,physical_neglect,physical_neglect,NA,NA,-0.061,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.061,-0.06107582970286009,0.036785594638885484,positive_other,NA,physical_neglect
59,Ucok et al,2024,1039,33.82,11,45.42,healthy_control,NA,healthy_control,BCSS,positive_other,physical_neglect,physical_neglect,NA,NA,-0.051,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.051,-0.0510442861335116,0.031068488300060003,positive_other,NA,physical_neglect
